UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
9911,L57090,L,298.6,309.0,1469,46.0,4,0,No Failure
1775,M16634,M,298.5,308.0,1519,37.3,29,0,No Failure
4622,L51801,L,303.0,311.2,1341,51.0,174,1,Heat Dissipation Failure
2030,L49209,L,298.7,308.5,1668,35.2,77,0,No Failure
6061,L53240,L,301.0,311.1,1615,35.6,158,0,No Failure
3238,M18097,M,300.9,309.5,1758,26.8,116,0,No Failure
2032,L49211,L,298.8,308.6,1331,62.8,81,0,No Failure
6309,M21168,M,300.8,310.1,1686,26.9,128,0,No Failure
8151,M23010,M,299.5,310.7,1424,41.3,101,0,No Failure
7984,L55163,L,301.0,312.2,1601,33.0,109,0,No Failure
8006,L55185,L,300.8,312.0,1477,37.3,164,0,No Failure
3262,H32675,H,301.3,310.1,1469,39.7,179,0,No Failure
6472,L53651,L,300.4,309.6,1523,38.5,124,0,No Failure
1870,M16729,M,298.3,308.1,1630,32.7,83,0,No Failure
8223,L55402,L,299.0,310.5,1755,27.9,56,0,No Failure
3714,L50893,L,302.3,311.5,1565,35.6,41,0,No Failure
5274,L52453,L,303.6,313.1,1395,44.1,120,0,No Failure
4730,L51909,L,303.4,311.8,1306,61.0,215,1,Heat Dissipation Failure
4206,L51385,L,302.3,310.8,1723,26.3,213,0,No Failure
2414,L49593,L,299.0,308.5,1886,23.0,198,0,No Failure
986,L48165,L,296.4,307.2,1748,25.3,144,0,No Failure
4708,L51887,L,303.5,311.8,1944,23.5,159,0,No Failure
4704,M19563,M,303.6,311.8,1432,42.5,150,0,No Failure
8296,L55475,L,298.9,310.4,1739,26.3,30,0,No Failure
7104,H36517,H,300.8,310.3,1777,30.1,38,0,No Failure
9823,L57002,L,298.5,309.4,1360,60.9,187,1,Overstrain Failure
5,L47184,L,298.2,308.7,1408,40.0,9,0,No Failure
3179,M18038,M,300.2,309.4,1329,53.6,186,0,No Failure
4481,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure
1162,L48341,L,297.0,307.8,1316,61.2,200,1,Overstrain Failure
6581,L53760,L,301.3,310.4,1507,39.1,194,0,No Failure
4865,L52044,L,303.6,312.3,1451,43.4,119,0,No Failure
9420,L56599,L,298.0,308.4,1911,22.0,13,0,No Failure
7915,H37328,H,300.7,312.1,1490,43.1,159,0,No Failure
6459,M21318,M,300.6,310.0,1302,62.9,87,0,No Failure
718,L47897,L,297.4,308.7,1545,36.9,125,0,No Failure
3381,L50560,L,301.4,310.7,1590,36.3,43,0,No Failure
7905,M22764,M,300.8,312.4,1811,25.1,136,0,No Failure
9648,L56827,L,299.2,310.2,1458,47.0,183,0,No Failure
606,M15465,M,297.9,309.8,1693,29.9,35,0,No Failure
2002,L49181,L,298.4,308.2,1604,34.9,11,0,No Failure
3356,L50535,L,301.5,310.8,1367,49.0,193,0,No Failure
3799,L50978,L,302.1,310.8,1786,25.7,47,0,No Failure
9171,L56350,L,297.7,308.7,1474,46.8,188,0,No Failure
8847,M23706,M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure
8597,L55776,L,297.5,308.2,1327,56.5,189,0,No Failure
5821,L53000,L,301.3,311.1,1723,27.6,210,0,No Failure
9733,L56912,L,298.9,310.0,2231,17.4,151,0,No Failure
2241,L49420,L,299.2,308.5,1457,44.7,195,0,No Failure
7355,M22214,M,299.7,310.3,1429,47.7,35,0,No Failure
6047,L53226,L,300.9,311.0,1316,56.5,120,0,No Failure
8696,M23555,M,297.2,308.6,1498,44.4,9,0,No Failure
6752,M21611,M,301.7,311.0,1505,37.1,190,0,No Failure
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure
4449,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure
3129,M17988,M,300.1,309.5,1462,42.8,50,0,No Failure
8699,H38112,H,297.3,308.7,1438,46.2,16,0,No Failure
6055,H35468,H,300.7,310.8,1518,40.1,142,0,No Failure
8854,L56033,L,297.7,308.9,1458,41.1,14,0,No Failure
2108,M16967,M,299.4,309.1,1417,47.3,59,0,No Failure
7056,L54235,L,300.8,310.6,1663,30.6,139,0,No Failure
8214,M23073,M,299.2,310.5,1548,33.5,35,0,No Failure
1949,L49128,L,298.1,308.1,1410,45.8,71,0,No Failure
923,M15782,M,295.5,305.9,1380,52.4,202,0,No Failure
2767,M17626,M,299.9,309.4,1889,26.0,6,0,No Failure
5480,M20339,M,302.7,312.1,1564,32.1,188,0,No Failure
8114,L55293,L,300.4,311.7,1459,45.6,3,0,No Failure
6909,L54088,L,300.9,311.3,1613,32.7,170,0,No Failure
1696,L48875,L,298.0,307.6,1509,41.6,33,0,No Failure
9204,L56383,L,297.8,308.8,1559,35.2,66,0,No Failure
7536,L54715,L,300.0,311.2,1629,31.7,62,0,No Failure
8119,L55298,L,300.3,311.8,1548,33.0,16,0,No Failure
2799,L49978,L,300.3,309.6,1568,39.6,85,0,No Failure
3697,L50876,L,302.1,311.2,1454,46.8,0,0,No Failure
314,L47493,L,298.0,308.6,1313,50.8,170,0,No Failure
8208,L55387,L,299.2,310.7,1535,42.6,17,0,No Failure
331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure
9601,M24460,M,298.9,310.0,1561,45.3,58,0,No Failure
9422,M24281,M,298.1,308.5,1382,54.5,17,0,No Failure
1012,M15871,M,296.2,307.3,1451,42.8,11,0,No Failure
4071,L51250,L,302.0,310.7,1348,58.1,83,0,No Failure
8497,M23356,M,298.3,309.4,1816,22.6,138,0,No Failure
9492,M24351,M,299.0,309.7,1489,40.7,212,0,No Failure
9675,L56854,L,299.1,310.2,1695,29.6,8,0,No Failure
7642,M22501,M,300.4,311.4,1352,57.3,116,0,No Failure
1313,L48492,L,298.9,310.1,1473,42.6,164,0,No Failure
5060,L52239,L,303.9,312.8,1419,47.9,196,0,No Failure
4954,L52133,L,303.7,312.5,1670,26.1,139,0,No Failure
4317,L51496,L,301.5,310.1,1639,33.4,47,0,No Failure
4514,L51693,L,302.4,310.3,1900,24.4,113,0,No Failure
7564,M22423,M,300.4,311.2,1831,23.4,133,0,No Failure
198,M15057,M,298.4,308.6,1527,40.9,96,0,No Failure
5694,M20553,M,302.4,311.8,1453,42.1,105,0,No Failure
3042,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure
3870,L51049,L,302.7,311.7,1480,45.2,8,0,No Failure
4442,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure
1758,M16617,M,298.1,307.4,1335,56.2,190,0,No Failure
1302,L48481,L,298.7,309.9,1483,32.8,142,0,No Failure
9282,L56461,L,298.2,308.9,1336,45.0,66,0,No Failure
7132,M21991,M,300.5,309.8,1410,44.4,111,0,No Failure
9245,L56424,L,298.3,308.8,1767,27.3,168,0,No Failure
4325,L51504,L,301.7,310.2,1486,43.0,66,0,No Failure
9382,M24241,M,297.5,308.1,1480,42.4,112,0,No Failure
7818,H37231,H,299.8,311.3,1785,25.4,139,0,No Failure
5338,M20197,M,303.3,312.6,1482,44.4,73,0,No Failure
6565,L53744,L,301.4,310.6,1557,38.2,157,0,No Failure
8567,M23426,M,297.9,308.7,1751,26.6,111,0,No Failure
3432,L50611,L,301.6,310.7,1429,43.6,176,0,No Failure
3469,L50648,L,301.8,310.7,2092,18.6,51,0,No Failure
9841,H39254,H,298.3,309.2,1486,42.4,16,0,No Failure
8931,L56110,L,297.4,308.4,1571,39.4,0,0,No Failure
6788,H36201,H,301.1,310.6,1388,58.5,68,0,No Failure
7230,L54409,L,299.8,309.8,1749,33.4,153,0,No Failure
8758,L55937,L,297.5,308.8,1587,34.9,166,0,No Failure
1971,M16830,M,297.9,307.6,1202,67.0,129,0,No Failure
5809,L52988,L,301.4,311.0,1733,25.7,182,0,No Failure
9481,M24340,M,298.9,309.6,1434,43.8,180,0,No Failure
6037,M20896,M,300.6,311.0,1401,54.6,94,0,No Failure
8429,M23288,M,299.0,310.3,1827,28.0,178,0,No Failure
2933,L50112,L,300.9,309.7,1460,42.1,181,0,No Failure
4748,L51927,L,303.3,311.2,1763,27.3,27,0,No Failure
8386,H37799,H,298.8,309.8,1563,38.8,65,0,No Failure
2777,L49956,L,300.1,309.4,1453,47.6,28,0,No Failure
4288,M19147,M,301.7,309.9,1457,39.2,192,0,No Failure
8927,M23786,M,297.3,308.3,1459,59.6,207,1,Power Failure
8461,L55640,L,298.7,309.9,1372,54.7,44,0,No Failure
8288,L55467,L,298.9,310.6,1585,38.1,7,0,No Failure
987,H30400,H,296.4,307.1,1638,32.5,146,0,No Failure
1278,M16137,M,298.2,309.4,1408,46.5,76,0,No Failure
6137,H35550,H,300.9,310.8,1390,40.6,131,0,No Failure
4771,L51950,L,303.5,311.9,1344,49.3,93,1,Heat Dissipation Failure
4964,L52143,L,303.9,312.7,1789,24.4,163,0,No Failure
7730,H37143,H,300.7,311.9,1329,59.2,121,0,No Failure
8876,H38289,H,298.1,309.3,1332,51.0,72,0,No Failure
6414,L53593,L,300.4,310.1,1614,33.5,191,0,No Failure
4810,L51989,L,303.4,312.2,1656,32.7,195,0,No Failure
8719,L55898,L,297.2,308.7,1509,39.3,66,0,No Failure
2926,M17785,M,300.7,309.6,1388,51.1,160,0,No Failure
5868,L53047,L,301.5,311.0,1494,45.3,99,0,No Failure
6465,M21324,M,300.5,309.9,1735,27.0,107,0,No Failure
8413,M23272,M,298.6,309.7,1314,49.7,136,0,No Failure
5243,L52422,L,303.7,313.1,1496,47.4,48,0,No Failure
4780,L51959,L,303.7,312.3,1511,38.9,117,0,No Failure
3226,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure
6001,H35414,H,300.4,310.2,1431,43.2,0,0,No Failure
704,H30117,H,297.7,308.9,1479,40.9,87,0,No Failure
3525,M18384,M,301.8,310.8,1365,48.2,199,0,No Failure
4551,M19410,M,302.5,310.5,1507,40.2,201,0,No Failure
7913,L55092,L,300.7,312.1,1498,44.0,155,0,No Failure
657,M15516,M,297.7,309.1,1732,28.1,167,0,No Failure
9579,L56758,L,299.4,310.7,1551,41.2,3,0,No Failure
9811,L56990,L,298.1,309.0,1502,40.9,153,0,No Failure
6633,L53812,L,301.4,310.4,1301,51.2,112,0,No Failure
9829,L57008,L,298.4,309.4,1385,50.0,201,0,No Failure
3705,M18564,M,302.0,311.2,1400,49.5,20,0,No Failure
8389,L55568,L,298.9,309.9,1365,46.5,75,0,No Failure
8136,L55315,L,299.6,311.0,1554,36.3,62,0,No Failure
7302,L54481,L,300.1,310.4,1554,39.4,115,0,No Failure
2817,L49996,L,300.1,309.4,1434,47.3,127,0,No Failure
2628,M17487,M,299.8,309.6,1346,53.2,95,0,No Failure
6356,L53535,L,300.1,309.7,1481,37.9,34,0,No Failure
3166,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure
6439,L53618,L,300.4,310.0,1581,30.3,42,0,No Failure
2450,L49629,L,299.3,308.8,1772,25.2,89,0,No Failure
7885,L55064,L,300.8,312.4,1465,59.1,91,1,Power Failure
7438,L54617,L,299.8,311.3,1727,30.0,24,0,No Failure
75,L47254,L,298.9,309.0,1601,32.3,202,0,No Failure
9404,L56583,L,297.7,308.1,1697,29.1,179,0,No Failure
9403,L56582,L,297.7,308.1,1734,30.7,177,0,No Failure
5210,M20069,M,303.8,312.7,1507,38.5,180,0,No Failure
8526,L55705,L,298.3,309.4,1378,52.3,12,0,No Failure
355,L47534,L,297.6,308.3,1658,34.3,59,0,No Failure
8475,M23334,M,298.5,309.7,1523,44.6,83,0,No Failure
625,H30038,H,298.3,310.1,1509,37.6,85,0,No Failure
5123,H34536,H,304.2,313.5,1684,29.8,156,0,No Failure
5780,L52959,L,301.6,311.1,1680,29.2,111,0,No Failure
8733,L55912,L,297.2,308.6,1864,23.6,103,0,No Failure
5488,M20347,M,302.6,312.1,1611,39.9,210,0,No Failure
7571,H36984,H,300.2,311.0,1777,27.5,151,0,No Failure
8884,M23743,M,297.9,309.2,1529,38.1,96,0,No Failure
7421,L54600,L,300.1,311.3,1547,40.0,201,0,No Failure
7968,M22827,M,301.0,312.2,1629,32.6,69,0,No Failure
6566,L53745,L,301.4,310.6,1550,36.8,159,0,No Failure
2888,M17747,M,300.5,309.5,1691,27.6,67,0,No Failure
8321,M23180,M,298.8,309.7,1453,47.7,101,0,No Failure
3856,H33269,H,302.4,311.1,1578,32.3,196,0,No Failure
8504,L55683,L,298.5,309.8,1468,40.9,157,0,No Failure
1618,L48797,L,297.8,307.8,1563,34.3,53,0,No Failure
5188,L52367,L,304.0,313.1,1648,35.7,119,0,No Failure
6029,L53208,L,300.6,310.9,1472,47.6,75,0,No Failure
1671,L48850,L,298.2,307.8,1528,31.1,194,0,No Failure
9848,L57027,L,298.4,309.1,1362,46.1,37,0,No Failure
9030,L56209,L,297.4,308.3,1483,38.8,23,0,No Failure
1038,H30451,H,296.4,307.5,1596,35.1,75,0,No Failure
1039,L48218,L,296.6,307.6,1498,41.1,80,0,No Failure
1366,L48545,L,298.7,310.1,1676,33.5,70,0,No Failure
1701,M16560,M,298.0,307.6,1844,23.8,44,0,No Failure
3270,M18129,M,301.3,310.0,1696,32.4,202,0,No Failure
7080,L54259,L,300.7,310.5,1445,41.1,201,0,No Failure
7628,L54807,L,300.5,311.7,1445,44.8,83,0,No Failure
1730,M16589,M,298.3,307.7,1439,43.8,111,0,No Failure
6280,L53459,L,301.3,310.8,1432,54.4,51,0,No Failure
3103,L50282,L,299.9,309.1,1412,48.3,198,0,No Failure
1699,L48878,L,297.9,307.6,1481,38.0,40,0,No Failure
2791,L49970,L,300.4,309.6,1356,45.9,64,0,No Failure
4620,H34033,H,303.1,311.3,2056,19.7,167,0,No Failure
3970,L51149,L,302.3,311.4,1504,38.7,65,0,No Failure
4294,L51473,L,301.8,310.0,1393,44.9,208,0,No Failure
8691,L55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
3618,L50797,L,301.8,311.0,1529,41.6,12,0,No Failure
4384,L51563,L,301.7,309.5,1298,65.5,229,1,Heat Dissipation Failure
8323,L55502,L,298.7,309.6,1364,44.9,106,0,No Failure
2619,M17478,M,299.4,309.1,1461,48.6,70,0,No Failure
8838,M23697,M,297.5,309.1,1540,38.5,176,0,No Failure
3866,H33279,H,302.6,311.5,1629,34.4,228,1,Tool Wear Failure
385,L47564,L,297.5,308.5,1712,26.8,136,0,No Failure
419,L47598,L,297.4,308.4,2151,17.7,0,0,No Failure
1511,M16370,M,298.1,308.7,1547,38.9,0,0,No Failure
8816,H38229,H,297.3,308.5,1435,55.0,104,0,No Failure
9258,M24117,M,298.3,309.1,1296,58.7,201,0,No Failure
2826,L50005,L,300.3,309.4,1470,33.5,148,0,No Failure
7185,M22044,M,300.2,310.3,1593,36.1,36,0,No Failure
5751,L52930,L,302.2,311.8,1981,21.8,36,0,No Failure
9662,H39075,H,299.0,310.0,1458,44.9,221,0,No Failure
501,M15360,M,297.5,309.2,1804,27.4,215,0,No Failure
1109,L48288,L,296.6,307.4,1504,45.8,58,0,No Failure
9218,L56397,L,297.8,308.8,1421,49.6,101,0,No Failure
3798,L50977,L,302.1,310.8,1622,36.8,45,0,No Failure
7580,L54759,L,300.4,311.2,1436,56.8,173,0,No Failure
1684,M16543,M,297.9,307.4,1403,52.8,0,0,No Failure
253,L47432,L,298.0,308.2,1620,35.8,5,0,No Failure
5853,H35266,H,301.2,310.9,1798,22.3,59,0,No Failure
1044,L48223,L,296.5,307.6,1431,45.2,90,0,No Failure
5865,M20724,M,301.4,311.0,1486,36.5,91,0,No Failure
3681,L50860,L,302.2,311.5,1744,31.2,172,0,No Failure
9891,L57070,L,298.8,309.5,1645,32.8,157,0,No Failure
1205,L48384,L,296.9,308.0,1521,34.5,84,0,No Failure
7780,L54959,L,300.5,311.7,1811,26.8,47,0,No Failure
8644,L55823,L,297.5,308.5,1448,54.3,83,0,No Failure
1588,M16447,M,298.2,308.3,1448,43.3,199,0,No Failure
8329,L55508,L,298.6,309.5,1325,52.2,127,0,No Failure
6564,L53743,L,301.5,310.7,1942,20.5,155,0,No Failure
7033,L54212,L,300.7,310.9,1723,31.0,73,0,No Failure
5846,M20705,M,301.4,311.2,1727,26.5,43,0,No Failure
7178,L54357,L,300.2,310.2,1415,49.6,21,0,No Failure
7636,L54815,L,300.3,311.4,1526,38.5,101,0,No Failure
6547,M21406,M,301.4,310.8,1530,39.9,107,0,No Failure
5117,L52296,L,304.2,313.8,1401,53.9,142,0,No Failure
3284,L50463,L,301.2,309.9,1449,45.5,23,0,No Failure
5804,L52983,L,301.5,310.9,1671,31.1,170,0,No Failure
780,L47959,L,296.8,308.0,1666,29.8,41,0,No Failure
4339,L51518,L,301.6,309.9,1397,43.7,102,0,No Failure
8157,L55336,L,299.6,310.8,1644,30.9,114,0,No Failure
7659,M22518,M,300.4,311.6,1359,55.4,160,0,No Failure
8741,M23600,M,297.4,308.8,1573,33.9,123,0,No Failure
5672,H35085,H,302.2,311.6,1534,37.2,41,0,No Failure
3274,M18133,M,301.3,309.9,1565,36.0,213,0,No Failure
5738,L52917,L,302.3,311.8,1574,42.8,215,0,No Failure
735,H30148,H,297.0,308.4,1305,54.6,168,0,No Failure
9613,M24472,M,299.0,310.2,1625,31.8,89,0,No Failure
6514,L53693,L,301.1,310.0,1513,38.0,17,0,No Failure
9249,M24108,M,298.3,309.1,1488,40.6,176,0,No Failure
1335,L48514,L,299.0,310.4,1365,49.1,226,1,Overstrain Failure
2543,H31956,H,299.2,308.9,1712,26.4,95,0,No Failure
1529,L48708,L,298.1,309.0,1559,34.0,54,0,No Failure
8147,L55326,L,299.6,310.9,1533,31.8,91,0,No Failure
5502,L52681,L,302.7,312.1,1543,37.5,33,0,No Failure
9710,M24569,M,299.0,310.0,1486,34.6,91,0,No Failure
4344,L51523,L,301.7,309.8,1491,39.3,114,0,No Failure
1323,H30736,H,298.9,310.1,1452,49.9,187,0,No Failure
7772,L54951,L,300.3,311.6,1709,29.5,27,0,No Failure
654,L47833,L,297.8,309.3,2015,20.1,161,0,No Failure
2722,M17581,M,299.6,309.3,1553,32.4,112,0,No Failure
5076,L52255,L,304.1,313.2,1366,46.6,35,0,No Failure
6889,M21748,M,300.9,311.4,1434,45.4,118,0,No Failure
4857,M19716,M,303.6,312.3,1698,31.3,100,0,No Failure
3786,L50965,L,302.3,310.9,1545,36.7,18,0,No Failure
5095,M19954,M,304.1,313.5,1470,45.8,85,0,No Failure
9226,L56405,L,298.0,309.1,1820,23.6,120,0,No Failure
682,M15541,M,297.7,309.0,1656,33.2,20,0,No Failure
7458,L54637,L,300.1,311.6,1530,36.6,74,0,No Failure
6013,H35426,H,300.8,310.9,1425,44.0,33,0,No Failure
1085,M15944,M,297.0,307.7,1498,47.1,199,0,No Failure
6883,L54062,L,300.9,311.4,2073,21.4,105,0,No Failure
2452,L49631,L,299.2,308.7,1650,30.5,93,0,No Failure
8988,L56167,L,297.2,307.9,1580,35.8,140,0,No Failure
1073,M15932,M,297.0,307.9,1414,46.2,165,0,No Failure
6224,M21083,M,301.1,310.9,1552,37.9,126,0,No Failure
3170,M18029,M,300.4,309.6,1675,35.5,164,0,No Failure
8755,L55934,L,297.4,308.6,1635,30.5,159,0,No Failure
7174,L54353,L,300.1,310.1,1684,30.8,13,0,No Failure
6571,L53750,L,301.4,310.6,1634,31.1,171,0,No Failure
792,L47971,L,296.8,307.9,1611,35.4,72,0,No Failure
7928,L55107,L,300.7,311.9,1476,42.0,196,0,No Failure
2445,L49624,L,299.2,308.6,1267,68.2,76,1,Power Failure
5213,L52392,L,303.7,312.5,1397,45.7,187,0,No Failure
1526,L48705,L,298.2,309.0,2449,13.8,45,0,No Failure
7026,H36439,H,300.6,310.6,1448,44.7,55,0,No Failure
3630,L50809,L,302.1,311.3,1415,44.1,43,0,No Failure
5744,M20603,M,302.2,311.6,1379,42.9,13,0,No Failure
6357,M21216,M,300.1,309.7,1420,48.4,36,0,No Failure
376,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure
4083,L51262,L,302.0,310.4,1568,39.2,112,0,No Failure
9658,L56837,L,299.0,310.0,1484,39.6,212,0,No Failure
804,H30217,H,296.9,307.8,1549,37.8,104,0,No Failure
6246,L53425,L,300.9,310.4,1445,41.7,180,0,No Failure
952,H30365,H,295.6,306.3,1509,35.8,60,0,No Failure
2167,M17026,M,299.6,309.2,1867,23.4,225,1,Tool Wear Failure
1881,L49060,L,298.1,307.7,1705,29.1,109,0,No Failure
5322,M20181,M,303.4,312.7,1576,49.9,28,0,No Failure
5394,L52573,L,302.8,312.3,1473,42.6,232,0,No Failure
4984,L52163,L,303.8,313.1,1869,25.8,211,0,No Failure
5360,M20219,M,303.3,312.6,1397,47.1,137,0,No Failure
8066,M22925,M,300.5,311.9,1670,26.3,89,0,No Failure
4908,M19767,M,303.6,312.5,1607,33.7,14,0,No Failure
3127,L50306,L,300.0,309.4,1499,35.7,46,0,No Failure
326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure
4464,L51643,L,302.8,310.6,2016,19.9,199,0,No Failure
8560,L55739,L,298.3,309.0,1519,40.0,96,0,No Failure
6953,L54132,L,300.8,311.3,1498,40.2,73,0,No Failure
7432,M22291,M,300.0,311.4,1352,61.8,10,0,No Failure
9618,L56797,L,299.0,310.2,1516,35.3,102,0,No Failure
5861,L53040,L,301.3,310.9,1566,33.1,82,0,No Failure
4433,L51612,L,302.4,310.2,1445,46.4,125,0,No Failure
152,M15011,M,298.4,308.2,1463,37.6,188,0,No Failure
3873,L51052,L,302.7,311.9,1389,46.5,15,0,No Failure
9429,H38842,H,298.2,308.8,1837,28.4,34,0,No Failure
1967,L49146,L,297.9,307.6,1515,40.5,118,0,No Failure
985,L48164,L,296.3,307.1,1419,48.6,142,0,No Failure
1753,L48932,L,298.2,307.6,1492,37.2,178,0,No Failure
2216,H31629,H,299.7,309.2,1468,49.6,132,0,No Failure
246,M15105,M,297.9,308.1,1627,31.4,209,0,No Failure
6770,L53949,L,301.2,310.8,1392,52.6,23,0,No Failure
2561,M17420,M,299.4,309.1,1326,62.0,142,0,No Failure
6187,M21046,M,301.1,311.0,1413,46.6,30,0,No Failure
3479,L50658,L,301.8,310.7,1597,30.8,74,0,No Failure
5905,M20764,M,300.8,310.5,1330,59.0,190,0,No Failure
23,M14882,M,298.9,309.3,1581,30.7,65,0,No Failure
8607,M23466,M,297.5,308.4,1505,37.2,215,0,No Failure
5423,M20282,M,302.7,312.4,1422,44.5,49,0,No Failure
1451,M16310,M,299.0,310.3,1447,39.9,78,0,No Failure
7833,L55012,L,300.0,311.4,1484,37.0,183,0,No Failure
1504,L48683,L,298.0,308.7,1771,26.2,206,0,No Failure
2787,M17646,M,300.2,309.5,1630,28.3,51,0,No Failure
889,M15748,M,295.6,306.1,1651,28.1,110,0,No Failure
6369,M21228,M,300.0,309.6,1423,48.7,67,0,No Failure
2431,M17290,M,298.9,308.2,1335,47.8,40,0,No Failure
8610,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
1117,L48296,L,296.4,307.3,1487,37.5,83,0,No Failure
3132,L50311,L,300.1,309.5,1660,32.7,57,0,No Failure
3074,L50253,L,300.1,309.1,1478,46.9,116,0,No Failure
7116,M21975,M,301.0,310.6,1460,53.6,74,0,No Failure
5381,L52560,L,302.8,312.3,1494,37.5,198,0,No Failure
2784,M17643,M,300.2,309.6,1528,35.1,44,0,No Failure
2219,L49398,L,299.7,309.1,1713,33.5,141,0,No Failure
3054,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure
5016,L52195,L,303.9,313.0,1759,28.4,74,0,No Failure
492,L47671,L,297.4,309.2,1420,45.6,193,0,No Failure
5630,L52809,L,302.7,312.2,1405,51.4,157,0,No Failure
9315,M24174,M,298.5,309.4,1565,33.7,150,0,No Failure
6738,M21597,M,301.7,311.0,1537,33.5,146,0,No Failure
5473,L52652,L,302.8,312.3,1386,57.8,172,0,No Failure
1356,M16215,M,298.6,310.0,1681,35.5,44,0,No Failure
3220,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure
3460,L50639,L,301.5,310.4,1270,54.2,26,0,No Failure
6389,H35802,H,300.3,309.9,1509,46.6,125,0,No Failure
6810,L53989,L,300.9,310.8,1490,38.1,125,0,No Failure
2818,L49997,L,300.2,309.5,1417,41.1,129,0,No Failure
9144,L56323,L,297.6,308.5,1452,42.6,116,0,No Failure
6561,L53740,L,301.6,310.8,1961,21.8,148,0,No Failure
800,M15659,M,297.0,307.8,1579,34.1,94,0,No Failure
2042,L49221,L,299.1,308.9,1680,27.2,110,0,No Failure
6145,M21004,M,301.1,311.1,1615,37.7,153,0,No Failure
7567,L54746,L,300.3,311.0,1613,34.7,142,0,No Failure
6893,L54072,L,301.0,311.6,1440,43.3,131,0,No Failure
8900,M23759,M,297.3,308.5,1710,27.7,138,0,No Failure
8593,M23452,M,297.5,308.0,1430,44.5,178,0,No Failure
5852,L53031,L,301.2,311.0,1573,32.8,57,0,No Failure
1348,L48527,L,298.7,310.2,1717,27.3,26,0,No Failure
9497,M24356,M,299.2,310.0,1349,50.4,226,0,No Failure
6582,L53761,L,301.4,310.4,1559,36.0,196,0,No Failure
5920,L53099,L,300.6,310.3,1414,50.6,25,0,No Failure
9326,M24185,M,298.6,309.3,1510,40.8,177,0,No Failure
1553,L48732,L,298.5,308.9,1781,27.8,113,0,No Failure
2544,L49723,L,299.3,309.0,1786,23.5,100,0,No Failure
3808,M18667,M,302.3,311.0,1546,35.5,70,0,No Failure
7103,M21962,M,300.8,310.3,1494,42.2,35,0,No Failure
366,L47545,L,297.6,308.4,1353,57.5,88,0,No Failure
2494,M17353,M,299.0,308.8,1418,45.7,204,0,No Failure
9536,M24395,M,299.3,310.6,1609,31.4,99,0,No Failure
9855,H39268,H,298.6,309.4,1362,45.3,56,0,No Failure
8636,L55815,L,297.4,308.3,1704,27.3,65,0,No Failure
378,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure
8494,M23353,M,298.3,309.5,1560,36.9,131,0,No Failure
5323,M20182,M,303.4,312.7,1357,55.3,31,0,No Failure
158,H29571,H,298.4,308.2,1478,43.5,206,0,No Failure
6165,H35578,H,300.9,310.7,1656,30.7,200,0,No Failure
1987,L49166,L,298.1,307.6,1498,42.9,171,0,No Failure
216,L47395,L,298.3,308.6,1548,40.3,140,0,No Failure
3446,M18305,M,301.6,310.6,1599,36.1,208,0,No Failure
5190,M20049,M,304.1,313.2,1427,46.9,123,0,No Failure
9048,L56227,L,297.3,308.4,1488,37.4,69,0,No Failure
456,L47635,L,297.4,308.7,1429,57.4,96,0,No Failure
3810,L50989,L,302.2,310.8,1350,56.6,76,0,No Failure
7435,L54614,L,300.0,311.4,1508,38.2,18,0,No Failure
4388,L51567,L,302.0,309.8,1532,39.4,2,0,No Failure
6075,M20934,M,301.0,310.8,1533,39.3,194,0,No Failure
5099,L52278,L,304.2,313.4,1475,40.2,98,0,No Failure
6761,L53940,L,301.5,310.9,1451,40.6,0,0,No Failure
3791,L50970,L,302.3,310.9,1412,48.9,28,0,No Failure
8614,M23473,M,297.5,308.5,1401,50.5,6,0,No Failure
5467,M20326,M,302.9,312.3,1426,44.7,157,0,No Failure
7328,M22187,M,299.9,310.5,1576,39.4,183,0,No Failure
6694,M21553,M,301.8,311.0,1756,26.7,33,0,No Failure
7338,L54517,L,299.9,310.5,1539,32.8,213,0,No Failure
1877,L49056,L,298.3,308.0,1242,62.0,98,0,No Failure
2571,L49750,L,299.6,309.2,1713,26.5,167,0,No Failure
3677,M18536,M,302.2,311.5,1562,38.0,162,0,No Failure
4705,L51884,L,303.7,311.9,1561,33.3,153,0,No Failure
4571,L51750,L,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure
